date,store,product,sales,price
2023-05-08,Store_1,Product_A,26,115.53
2023-05-09,Store_1,Product_A,27,230.66
2023-05-10,Store_1,Product_A,20,431.15
2023-05-11,Store_1,Product_A,29,177.75
2023-05-12,Store_1,Product_A,25,264.54
2023-05-13,Store_1,Product_A,28,153.1
2023-05-14,Store_1,Product_A,32,487.81
2023-05-15,Store_1,Product_A,22,397.62
2023-05-16,Store_1,Product_A,20,200.34
2023-05-17,Store_1,Product_A,31,123.28
2023-05-18,Store_1,Product_A,23,466.09
2023-05-19,Store_1,Product_A,21,137.55
2023-05-20,Store_1,Product_A,29,173.15
2023-05-21,Store_1,Product_A,31,306.68
2023-05-22,Store_1,Product_A,27,362.84
2023-05-23,Store_1,Product_A,30,119.09
2023-05-24,Store_1,Product_A,24,326.41
2023-05-25,Store_1,Product_A,23,137.66
2023-05-26,Store_1,Product_A,25,224.57
2023-05-27,Store_1,Product_A,29,285.87
2023-05-28,Store_1,Product_A,34,359.91
2023-05-29,Store_1,Product_A,25,106.12
2023-05-30,Store_1,Product_A,27,473.37
2023-05-31,Store_1,Product_A,35,373.59
2023-06-01,Store_1,Product_A,26,346.34
2023-06-02,Store_1,Product_A,27,420.38
2023-06-03,Store_1,Product_A,33,370.87
2023-06-04,Store_1,Product_A,27,424.48
2023-06-05,Store_1,Product_A,26,428.26
2023-06-06,Store_1,Product_A,29,360.59
2023-06-07,Store_1,Product_A,27,182.67
2023-06-08,Store_1,Product_A,23,250.9
2023-06-09,Store_1,Product_A,23,115.59
2023-06-10,Store_1,Product_A,26,362.29
2023-06-11,Store_1,Product_A,34,254.16
2023-06-12,Store_1,Product_A,22,204.28
2023-06-13,Store_1,Product_A,29,298.41
2023-06-14,Store_1,Product_A,22,474.66
2023-06-15,Store_1,Product_A,29,115.67
2023-06-16,Store_1,Product_A,27,319.19
2023-06-17,Store_1,Product_A,30,269.39
2023-06-18,Store_1,Product_A,36,392.66
2023-06-19,Store_1,Product_A,31,151.08
2023-06-20,Store_1,Product_A,27,446.85
2023-06-21,Store_1,Product_A,21,324.75
2023-06-22,Store_1,Product_A,28,395.96
2023-06-23,Store_1,Product_A,22,195.29
2023-06-24,Store_1,Product_A,32,298.62
2023-06-25,Store_1,Product_A,24,255.85
2023-06-26,Store_1,Product_A,24,121.39
2023-06-27,Store_1,Product_A,25,483.42
2023-06-28,Store_1,Product_A,24,482.72
2023-06-29,Store_1,Product_A,28,370.71
2023-06-30,Store_1,Product_A,21,133.31
2023-07-01,Store_1,Product_A,20,136.68
2023-07-02,Store_1,Product_A,34,185.09
2023-07-03,Store_1,Product_A,32,478.48
2023-07-04,Store_1,Product_A,24,472.37
2023-07-05,Store_1,Product_A,26,489.7
2023-07-06,Store_1,Product_A,26,382.33
2023-07-07,Store_1,Product_A,31,487.46
2023-07-08,Store_1,Product_A,33,446.75
2023-07-09,Store_1,Product_A,32,435.39
2023-07-10,Store_1,Product_A,21,258.66
2023-07-11,Store_1,Product_A,24,456.76
2023-07-12,Store_1,Product_A,26,193.29
2023-07-13,Store_1,Product_A,22,332.52
2023-07-14,Store_1,Product_A,26,336.76
2023-07-15,Store_1,Product_A,30,240.09
2023-07-16,Store_1,Product_A,30,251.2
2023-07-17,Store_1,Product_A,31,382.03
2023-07-18,Store_1,Product_A,23,273.78
2023-07-19,Store_1,Product_A,22,201.47
2023-07-20,Store_1,Product_A,30,396.39
2023-07-21,Store_1,Product_A,20,406.88
2023-07-22,Store_1,Product_A,32,372.42
2023-07-23,Store_1,Product_A,33,195.0
2023-07-24,Store_1,Product_A,24,133.16
2023-07-25,Store_1,Product_A,18,311.35
2023-07-26,Store_1,Product_A,30,491.16
2023-07-27,Store_1,Product_A,25,322.4
2023-07-28,Store_1,Product_A,25,469.86
2023-07-29,Store_1,Product_A,30,467.65
2023-07-30,Store_1,Product_A,33,130.17
2023-07-31,Store_1,Product_A,22,166.49
2023-08-01,Store_1,Product_A,23,498.33
2023-08-02,Store_1,Product_A,23,378.77
2023-08-03,Store_1,Product_A,30,466.1
2023-08-04,Store_1,Product_A,23,483.48
2023-08-05,Store_1,Product_A,30,142.7
2023-08-06,Store_1,Product_A,29,234.26
2023-08-07,Store_1,Product_A,27,255.31
2023-08-08,Store_1,Product_A,22,191.76
2023-08-09,Store_1,Product_A,23,203.98
2023-08-10,Store_1,Product_A,21,281.3
2023-08-11,Store_1,Product_A,31,208.38
2023-08-12,Store_1,Product_A,26,153.27
2023-08-13,Store_1,Product_A,36,467.67
2023-08-14,Store_1,Product_A,20,133.1
2023-08-15,Store_1,Product_A,26,165.93
2023-08-16,Store_1,Product_A,29,264.5
2023-08-17,Store_1,Product_A,25,494.11
2023-08-18,Store_1,Product_A,30,250.7
2023-08-19,Store_1,Product_A,29,431.67
2023-08-20,Store_1,Product_A,35,327.63
2023-08-21,Store_1,Product_A,26,313.74
2023-08-22,Store_1,Product_A,24,399.96
2023-08-23,Store_1,Product_A,26,390.45
2023-08-24,Store_1,Product_A,28,402.83
2023-08-25,Store_1,Product_A,21,182.02
2023-08-26,Store_1,Product_A,29,200.58
2023-08-27,Store_1,Product_A,28,451.29
2023-08-28,Store_1,Product_A,23,402.8
2023-08-29,Store_1,Product_A,25,290.48
2023-08-30,Store_1,Product_A,24,432.55
2023-08-31,Store_1,Product_A,28,487.19
2023-09-01,Store_1,Product_A,24,135.36
2023-09-02,Store_1,Product_A,32,292.02
2023-09-03,Store_1,Product_A,35,268.21
2023-09-04,Store_1,Product_A,27,422.02
2023-09-05,Store_1,Product_A,29,461.26
2023-09-06,Store_1,Product_A,26,343.24
2023-09-07,Store_1,Product_A,26,354.66
2023-09-08,Store_1,Product_A,23,390.56
2023-09-09,Store_1,Product_A,31,318.98
2023-09-10,Store_1,Product_A,33,219.18
2023-09-11,Store_1,Product_A,25,309.44
2023-09-12,Store_1,Product_A,28,283.74
2023-09-13,Store_1,Product_A,27,436.84
2023-09-14,Store_1,Product_A,26,238.97
2023-09-15,Store_1,Product_A,24,183.65
2023-09-16,Store_1,Product_A,25,314.91
2023-09-17,Store_1,Product_A,33,284.05
2023-09-18,Store_1,Product_A,20,379.07
2023-09-19,Store_1,Product_A,30,172.03
2023-09-20,Store_1,Product_A,23,449.73
2023-09-21,Store_1,Product_A,31,306.09
2023-09-22,Store_1,Product_A,26,189.54
2023-09-23,Store_1,Product_A,32,428.72
2023-09-24,Store_1,Product_A,27,112.72
2023-09-25,Store_1,Product_A,22,319.49
2023-09-26,Store_1,Product_A,19,457.69
2023-09-27,Store_1,Product_A,27,151.5
2023-09-28,Store_1,Product_A,22,136.92
2023-09-29,Store_1,Product_A,22,292.46
2023-09-30,Store_1,Product_A,31,162.79
2023-10-01,Store_1,Product_A,51,250.91
2023-10-02,Store_1,Product_A,41,494.5
2023-10-03,Store_1,Product_A,38,314.64
2023-10-04,Store_1,Product_A,40,403.98
2023-10-05,Store_1,Product_A,41,312.51
2023-10-06,Store_1,Product_A,40,159.1
2023-10-07,Store_1,Product_A,46,153.25
2023-10-08,Store_1,Product_A,48,399.85
2023-10-09,Store_1,Product_A,42,112.19
2023-10-10,Store_1,Product_A,39,258.87
2023-10-11,Store_1,Product_A,43,141.95
2023-10-12,Store_1,Product_A,38,325.59
2023-10-13,Store_1,Product_A,42,436.28
2023-10-14,Store_1,Product_A,46,193.29
2023-10-15,Store_1,Product_A,43,237.17
2023-10-16,Store_1,Product_A,34,359.53
2023-10-17,Store_1,Product_A,39,291.83
2023-10-18,Store_1,Product_A,45,323.1
2023-10-19,Store_1,Product_A,42,334.61
2023-10-20,Store_1,Product_A,34,234.98
2023-10-21,Store_1,Product_A,49,459.86
2023-10-22,Store_1,Product_A,41,299.3
2023-10-23,Store_1,Product_A,42,232.14
2023-10-24,Store_1,Product_A,39,295.12
2023-10-25,Store_1,Product_A,37,440.33
2023-10-26,Store_1,Product_A,41,466.96
2023-10-27,Store_1,Product_A,43,102.12
2023-10-28,Store_1,Product_A,45,389.16
2023-10-29,Store_1,Product_A,47,428.34
2023-10-30,Store_1,Product_A,41,290.65
2023-10-31,Store_1,Product_A,46,435.43
2023-11-01,Store_1,Product_A,38,394.5
2023-11-02,Store_1,Product_A,42,311.94
2023-11-03,Store_1,Product_A,43,134.92
2023-11-04,Store_1,Product_A,48,302.44
2023-11-05,Store_1,Product_A,45,337.55
2023-11-06,Store_1,Product_A,42,247.69
2023-11-07,Store_1,Product_A,47,319.57
2023-11-08,Store_1,Product_A,35,180.69
2023-11-09,Store_1,Product_A,39,155.53
2023-11-10,Store_1,Product_A,41,101.08
2023-11-11,Store_1,Product_A,45,342.44
2023-11-12,Store_1,Product_A,42,417.72
2023-11-13,Store_1,Product_A,39,473.18
2023-11-14,Store_1,Product_A,45,496.37
2023-11-15,Store_1,Product_A,39,470.58
2023-11-16,Store_1,Product_A,37,388.64
2023-11-17,Store_1,Product_A,42,419.81
2023-11-18,Store_1,Product_A,48,430.05
2023-11-19,Store_1,Product_A,44,353.5
2023-11-20,Store_1,Product_A,38,463.15
2023-11-21,Store_1,Product_A,43,373.19
2023-11-22,Store_1,Product_A,35,280.78
2023-11-23,Store_1,Product_A,42,349.64
2023-11-24,Store_1,Product_A,41,315.91
2023-11-25,Store_1,Product_A,51,242.14
2023-11-26,Store_1,Product_A,41,256.59
2023-11-27,Store_1,Product_A,38,191.61
2023-11-28,Store_1,Product_A,41,317.14
2023-11-29,Store_1,Product_A,35,392.22
2023-11-30,Store_1,Product_A,38,377.49
2023-12-01,Store_1,Product_A,46,329.26
2023-12-02,Store_1,Product_A,45,499.08
2023-12-03,Store_1,Product_A,48,411.43
2023-12-04,Store_1,Product_A,44,157.25
2023-12-05,Store_1,Product_A,42,297.59
2023-12-06,Store_1,Product_A,38,401.85
2023-12-07,Store_1,Product_A,41,251.53
2023-12-08,Store_1,Product_A,38,282.8
2023-12-09,Store_1,Product_A,46,315.94
2023-12-10,Store_1,Product_A,53,294.54
2023-12-11,Store_1,Product_A,45,104.88
2023-12-12,Store_1,Product_A,39,339.38
2023-12-13,Store_1,Product_A,46,339.61
2023-12-14,Store_1,Product_A,42,430.72
2023-12-15,Store_1,Product_A,40,190.94
2023-12-16,Store_1,Product_A,46,269.44
2023-12-17,Store_1,Product_A,48,464.74
2023-12-18,Store_1,Product_A,36,155.65
2023-12-19,Store_1,Product_A,40,390.44
2023-12-20,Store_1,Product_A,39,337.19
2023-12-21,Store_1,Product_A,44,249.77
2023-12-22,Store_1,Product_A,43,127.57
2023-12-23,Store_1,Product_A,45,166.21
2023-12-24,Store_1,Product_A,44,174.53
2023-12-25,Store_1,Product_A,39,224.58
2023-12-26,Store_1,Product_A,43,190.96
2023-12-27,Store_1,Product_A,36,397.7
2023-12-28,Store_1,Product_A,45,182.23
2023-12-29,Store_1,Product_A,42,145.71
2023-12-30,Store_1,Product_A,49,265.8
2023-12-31,Store_1,Product_A,41,467.38
2024-01-01,Store_1,Product_A,17,334.83
2024-01-02,Store_1,Product_A,27,166.21
2024-01-03,Store_1,Product_A,21,113.55
2024-01-04,Store_1,Product_A,29,211.03
2024-01-05,Store_1,Product_A,23,188.04
2024-01-06,Store_1,Product_A,31,490.22
2024-01-07,Store_1,Product_A,26,283.6
2024-01-08,Store_1,Product_A,29,314.03
2024-01-09,Store_1,Product_A,26,173.79
2024-01-10,Store_1,Product_A,22,258.93
2024-01-11,Store_1,Product_A,22,270.72
2024-01-12,Store_1,Product_A,24,287.29
2024-01-13,Store_1,Product_A,34,349.99
2024-01-14,Store_1,Product_A,34,334.98
2024-01-15,Store_1,Product_A,24,217.62
2024-01-16,Store_1,Product_A,26,313.78
2024-01-17,Store_1,Product_A,31,292.44
2024-01-18,Store_1,Product_A,30,141.19
2024-01-19,Store_1,Product_A,25,233.75
2024-01-20,Store_1,Product_A,31,208.92
2024-01-21,Store_1,Product_A,30,458.97
2024-01-22,Store_1,Product_A,30,491.57
2024-01-23,Store_1,Product_A,26,435.92
2024-01-24,Store_1,Product_A,25,320.69
2024-01-25,Store_1,Product_A,29,201.56
2024-01-26,Store_1,Product_A,26,338.02
2024-01-27,Store_1,Product_A,26,235.71
2024-01-28,Store_1,Product_A,33,322.69
2024-01-29,Store_1,Product_A,26,388.33
2024-01-30,Store_1,Product_A,29,485.06
2024-01-31,Store_1,Product_A,27,477.76
2024-02-01,Store_1,Product_A,25,229.6
2024-02-02,Store_1,Product_A,22,134.77
2024-02-03,Store_1,Product_A,35,439.25
2024-02-04,Store_1,Product_A,33,149.11
2024-02-05,Store_1,Product_A,26,381.58
2024-02-06,Store_1,Product_A,28,464.25
2024-02-07,Store_1,Product_A,21,430.04
2024-02-08,Store_1,Product_A,29,245.22
2024-02-09,Store_1,Product_A,29,245.1
2024-02-10,Store_1,Product_A,28,444.43
2024-02-11,Store_1,Product_A,29,326.31
2024-02-12,Store_1,Product_A,26,494.15
2024-02-13,Store_1,Product_A,21,293.91
2024-02-14,Store_1,Product_A,25,304.98
2024-02-15,Store_1,Product_A,28,261.02
2024-02-16,Store_1,Product_A,29,187.21
2024-02-17,Store_1,Product_A,27,152.91
2024-02-18,Store_1,Product_A,36,460.23
2024-02-19,Store_1,Product_A,29,429.03
2024-02-20,Store_1,Product_A,29,311.86
2024-02-21,Store_1,Product_A,25,126.87
2024-02-22,Store_1,Product_A,30,262.1
2024-02-23,Store_1,Product_A,31,142.63
2024-02-24,Store_1,Product_A,30,156.01
2024-02-25,Store_1,Product_A,28,392.87
2024-02-26,Store_1,Product_A,23,200.29
2024-02-27,Store_1,Product_A,25,329.32
2024-02-28,Store_1,Product_A,32,435.24
2024-02-29,Store_1,Product_A,30,268.81
2024-03-01,Store_1,Product_A,24,241.55
2024-03-02,Store_1,Product_A,31,127.3
2024-03-03,Store_1,Product_A,30,434.83
2024-03-04,Store_1,Product_A,28,388.61
2024-03-05,Store_1,Product_A,25,344.16
2024-03-06,Store_1,Product_A,25,481.63
2024-03-07,Store_1,Product_A,27,154.0
2024-03-08,Store_1,Product_A,20,315.94
2024-03-09,Store_1,Product_A,30,164.81
2024-03-10,Store_1,Product_A,31,482.09
2024-03-11,Store_1,Product_A,26,161.87
2024-03-12,Store_1,Product_A,24,237.75
2024-03-13,Store_1,Product_A,32,240.62
2024-03-14,Store_1,Product_A,30,339.31
2024-03-15,Store_1,Product_A,23,283.87
2024-03-16,Store_1,Product_A,33,484.84
2024-03-17,Store_1,Product_A,29,416.01
2024-03-18,Store_1,Product_A,26,134.68
2024-03-19,Store_1,Product_A,31,483.27
2024-03-20,Store_1,Product_A,28,403.61
2024-03-21,Store_1,Product_A,29,389.64
2024-03-22,Store_1,Product_A,26,461.35
2024-03-23,Store_1,Product_A,31,358.67
2024-03-24,Store_1,Product_A,30,367.97
2024-03-25,Store_1,Product_A,26,117.67
2024-03-26,Store_1,Product_A,22,225.14
2024-03-27,Store_1,Product_A,33,148.21
2024-03-28,Store_1,Product_A,23,146.11
2024-03-29,Store_1,Product_A,27,268.71
2024-03-30,Store_1,Product_A,32,121.95
2024-03-31,Store_1,Product_A,33,282.06
2024-04-01,Store_1,Product_A,32,360.07
2024-04-02,Store_1,Product_A,27,245.88
2024-04-03,Store_1,Product_A,23,454.0
2024-04-04,Store_1,Product_A,34,312.11
2024-04-05,Store_1,Product_A,19,328.97
2024-04-06,Store_1,Product_A,27,421.59
2024-04-07,Store_1,Product_A,37,395.14
2024-04-08,Store_1,Product_A,27,308.07
2024-04-09,Store_1,Product_A,29,267.0
2024-04-10,Store_1,Product_A,25,284.78
2024-04-11,Store_1,Product_A,24,473.04
2024-04-12,Store_1,Product_A,22,128.01
2024-04-13,Store_1,Product_A,38,208.67
2024-04-14,Store_1,Product_A,29,259.31
2024-04-15,Store_1,Product_A,25,309.01
2024-04-16,Store_1,Product_A,24,392.91
2024-04-17,Store_1,Product_A,25,218.8
2024-04-18,Store_1,Product_A,25,441.13
2024-04-19,Store_1,Product_A,28,210.91
2024-04-20,Store_1,Product_A,35,464.14
2024-04-21,Store_1,Product_A,28,482.57
2024-04-22,Store_1,Product_A,25,419.2
2024-04-23,Store_1,Product_A,27,492.93
2024-04-24,Store_1,Product_A,21,453.68
2024-04-25,Store_1,Product_A,28,495.67
2024-04-26,Store_1,Product_A,26,397.34
2024-04-27,Store_1,Product_A,30,435.13
2024-04-28,Store_1,Product_A,29,192.23
2024-04-29,Store_1,Product_A,25,114.69
2024-04-30,Store_1,Product_A,24,482.91
2024-05-01,Store_1,Product_A,27,351.91
2024-05-02,Store_1,Product_A,27,186.53
2024-05-03,Store_1,Product_A,33,310.01
2024-05-04,Store_1,Product_A,32,204.09
2024-05-05,Store_1,Product_A,25,498.53
2024-05-06,Store_1,Product_A,35,458.97
2024-05-07,Store_1,Product_A,32,399.15
2024-05-08,Store_1,Product_A,24,113.95
2024-05-09,Store_1,Product_A,19,209.18
2024-05-10,Store_1,Product_A,23,290.67
2024-05-11,Store_1,Product_A,30,472.64
2024-05-12,Store_1,Product_A,30,394.09
2024-05-13,Store_1,Product_A,23,102.03
2024-05-14,Store_1,Product_A,23,378.29
2024-05-15,Store_1,Product_A,26,484.85
2024-05-16,Store_1,Product_A,24,143.79
2024-05-17,Store_1,Product_A,28,328.53
2024-05-18,Store_1,Product_A,31,364.84
2024-05-19,Store_1,Product_A,34,393.56
2024-05-20,Store_1,Product_A,26,308.5
2024-05-21,Store_1,Product_A,24,162.94
2024-05-22,Store_1,Product_A,27,164.16
2024-05-23,Store_1,Product_A,22,472.04
2024-05-24,Store_1,Product_A,23,142.33
2024-05-25,Store_1,Product_A,28,452.65
2024-05-26,Store_1,Product_A,32,484.53
2024-05-27,Store_1,Product_A,29,102.06
2024-05-28,Store_1,Product_A,25,427.98
2024-05-29,Store_1,Product_A,26,100.45
2024-05-30,Store_1,Product_A,25,322.47
2024-05-31,Store_1,Product_A,23,177.25
2024-06-01,Store_1,Product_A,33,133.64
2024-06-02,Store_1,Product_A,32,146.34
2024-06-03,Store_1,Product_A,20,250.68
2024-06-04,Store_1,Product_A,24,107.37
2024-06-05,Store_1,Product_A,23,272.9
2024-06-06,Store_1,Product_A,24,171.8
2024-06-07,Store_1,Product_A,29,401.48
2024-06-08,Store_1,Product_A,29,408.34
2024-06-09,Store_1,Product_A,32,478.92
2024-06-10,Store_1,Product_A,27,383.43
2024-06-11,Store_1,Product_A,24,289.43
2024-06-12,Store_1,Product_A,24,359.03
2024-06-13,Store_1,Product_A,31,337.76
2024-06-14,Store_1,Product_A,24,428.61
2024-06-15,Store_1,Product_A,30,248.73
2024-06-16,Store_1,Product_A,29,100.41
2024-06-17,Store_1,Product_A,28,163.58
2024-06-18,Store_1,Product_A,28,140.88
2024-06-19,Store_1,Product_A,25,441.68
2024-06-20,Store_1,Product_A,29,219.35
2024-06-21,Store_1,Product_A,26,435.98
2024-06-22,Store_1,Product_A,28,152.53
2024-06-23,Store_1,Product_A,33,447.22
2024-06-24,Store_1,Product_A,27,442.94
2024-06-25,Store_1,Product_A,26,485.81
2024-06-26,Store_1,Product_A,24,224.78
2024-06-27,Store_1,Product_A,30,228.3
2024-06-28,Store_1,Product_A,28,180.14
2024-06-29,Store_1,Product_A,33,447.25
2024-06-30,Store_1,Product_A,32,288.61
2024-07-01,Store_1,Product_A,31,317.29
2024-07-02,Store_1,Product_A,24,136.47
2024-07-03,Store_1,Product_A,24,161.46
2024-07-04,Store_1,Product_A,30,107.14
2024-07-05,Store_1,Product_A,18,418.72
2024-07-06,Store_1,Product_A,32,487.0
2024-07-07,Store_1,Product_A,30,174.18
2024-07-08,Store_1,Product_A,30,199.02
2024-07-09,Store_1,Product_A,30,323.37
2024-07-10,Store_1,Product_A,24,360.61
2024-07-11,Store_1,Product_A,24,230.37
2024-07-12,Store_1,Product_A,21,493.74
2024-07-13,Store_1,Product_A,36,159.83
2024-07-14,Store_1,Product_A,36,258.22
2024-07-15,Store_1,Product_A,24,489.88
2024-07-16,Store_1,Product_A,28,402.82
2024-07-17,Store_1,Product_A,29,481.06
2024-07-18,Store_1,Product_A,26,399.66
2024-07-19,Store_1,Product_A,27,158.37
2024-07-20,Store_1,Product_A,31,107.35
2024-07-21,Store_1,Product_A,28,292.94
2024-07-22,Store_1,Product_A,24,410.32
2024-07-23,Store_1,Product_A,22,476.5
2024-07-24,Store_1,Product_A,26,453.01
2024-07-25,Store_1,Product_A,23,133.0
2024-07-26,Store_1,Product_A,24,228.84
2024-07-27,Store_1,Product_A,34,490.99
2024-07-28,Store_1,Product_A,32,428.58
2024-07-29,Store_1,Product_A,23,116.47
2024-07-30,Store_1,Product_A,27,149.69
2024-07-31,Store_1,Product_A,26,458.49
2024-08-01,Store_1,Product_A,31,345.18
2024-08-02,Store_1,Product_A,30,219.53
2024-08-03,Store_1,Product_A,34,344.9
2024-08-04,Store_1,Product_A,32,293.76
2024-08-05,Store_1,Product_A,27,338.99
2024-08-06,Store_1,Product_A,31,413.53
2024-08-07,Store_1,Product_A,24,165.6
2024-08-08,Store_1,Product_A,25,275.44
2024-08-09,Store_1,Product_A,27,360.12
2024-08-10,Store_1,Product_A,35,291.71
2024-08-11,Store_1,Product_A,26,288.07
2024-08-12,Store_1,Product_A,29,397.71
2024-08-13,Store_1,Product_A,25,117.46
2024-08-14,Store_1,Product_A,29,164.67
2024-08-15,Store_1,Product_A,27,297.31
2024-08-16,Store_1,Product_A,20,132.61
2024-08-17,Store_1,Product_A,26,267.36
2024-08-18,Store_1,Product_A,29,181.43
2024-08-19,Store_1,Product_A,24,484.31
2024-08-20,Store_1,Product_A,27,266.36
2024-08-21,Store_1,Product_A,27,394.14
2024-08-22,Store_1,Product_A,29,407.09
2024-08-23,Store_1,Product_A,35,305.6
2024-08-24,Store_1,Product_A,32,335.22
2024-08-25,Store_1,Product_A,30,342.48
2024-08-26,Store_1,Product_A,24,339.09
2024-08-27,Store_1,Product_A,27,496.85
2024-08-28,Store_1,Product_A,29,213.54
2024-08-29,Store_1,Product_A,22,286.33
